word_id,letter,word_en,approved_word_dv,transliteration,pronounciation,morphemes,meaning_id,meaning_text,word_en_meaning
197,ހ,golden dewdrop plant,ހަނދުވަރީ ގަސް,,,,32095,ހުނިގޮނޑިފިލާގަހުގެ ފަތް ހުންނަ ގޮތަށް ފަތް ހުންނަ ގަހެއް. މި ގަސް ހެދެނީ ހީނާގަސް ހެދޭ ގޮތަށެވެ.,golden dewdrop plant
197,ހ,golden dewdrop plant,ހަނދުވަރީ ގަސް,,,,32096,ހަނދުވަރީމާ އަޅާ ގަސް.,
198,ހ,none,ހަނދުވަރު,,,,32111,ހަނދުން ލިބޭ އަލި.,
199,ހ,none,ހަނދުވަރުކަކުނި,,,,32126,ހަނދުވަރު ރީތި ރޭރެއަށް ގޮނޑުދޮށަށް ނުކުމެއުޅޭ ކަކުނިގަނޑު.,
200,ހ,none,ހަނދުވަރުކުރަފި,,,,32199,ހަނދުވަރު ރީތި ރޭރޭ ސަކަޖަހާން މަގުމަތީގައި ނުކުމެ އުޅޭ ޒުވާނުން.,
201,ހ,none,ހަނދުވަރުމަތި,,,,32213,ހަނދުވަރުގެތެރެ.,
202,ހ,none,ހަނދުއަލިކެޅުން,,,,32266,އަވިދޮންވުން.,
203,ހ,none,ހަނދުވަރުމޫސުން,,,,32284,އިރާކޮޅު ހަނދުވަރު ރީތިކޮށް އޮންނަ ދުވަސްވަރު.,
203,ހ,none,ހަނދުވަރުމޫސުން,,,,32285,ހަނދުމަހުގެ ހަވަނަ ރޭން ފެށިގެން އަށާރަ ވިލޭރެއާ ދެމެދު.,
204,ހ,none,ހަނދުވަރުދިނުން,,,,32307,ހަނދުގެ އަލިކަން ދުނިޔެއަށް އެޅުން.,
205,ހ,none,ހަނދުވަރުފޮއި,,,,32326,ހަނދުވަރު މޫސުން.,
206,ހ,none,ހަނދުވަރުގޮޅާ,,,,32346,ގޮޅާގެ ބާވަތެއް. ގިނައިން މި ނުކުމެ އުޅެނީ ހަނދުވަރުދޭ ރޭރެއަށެވެ.,
207,ހ,none,ހަނދުވެނިފާންކަން,,,,32365,ހަނދުވަރުގެ އަލިކަން.,
208,ހ,none,ހަނދުމަ,,,,32384,"""ހަނދާން"" ވެދިޔަކަމެއް ނުވަތަ ދަސްކުރި އެއްޗެއް ހިތުގައި ހަރުލައި ހުރުމުގެ ބާރު.",
209,ހ,none,ހަނދުމަނެތުން,,,,32406,ހަނދާންނެތުން.,
210,ހ,none,ހަނދުމަކުރުން,,,,32429,ހަނދާންކުރުން.,
211,ހ,none,ހަނދުމަވުން,,,,32622,ހަނދާންވުން.,
212,ހ,none,ހަނދުމަސް,,,,32639,ހިޖުރީ ކަލަންޑަރުގެ މަސް.,
212,ހ,none,ހަނދުމަސް,,,,32640,މުޙައްރަމް މަހުން ފެށިގެން ޙައްޖުމަހަށް ނިމޭ އަހަރުގެ ކޮންމެ މަހެއް.,
213,ހ,none,ހަނދުފަޅި,,,,32657,ހުޅެވިހަނދުގެ ނަމޫނާ.,
213,ހ,none,ހަނދުފަޅި,,,,32658,ހަނދުފަޅީގެ ކުރެހުން އަޅައިފައި ހުންނަ ގުޑި.,
214,ހ,Raccoon butterflyfish,ހަނދުފަޅިބިބީ,,,,32677,ރާއްޖޭގެ ފަރުފަރުގެ ބޭރުގައި އުޅޭ ރީނދޫކުލައިގެ މަހެއް. މި މަހުގެ ލޮލުގެ ހުރަހަށް ވަރަށް ފަލަ، ކަޅުކުލައިގެ ރޮނގެއް ހުރެއެވެ. މި ރޮނގުގެ ފަހަތުގައި ހަނދުފަޅި ބުރަށް ހުންނަ ފުޅާ، ހުދުކުލައިގެ ރޮނގެއް ހުރެއެވެ. އަދި މި ހަނދުފަޅީގެ ފަހަތުން މަހުގެ މައްޗަށް ވާގޮތަށް ކަޅުކުލައިގެ ފުޅާ ރޮނގެއް ހުރެއެވެ. މަހުގެ ނިގޫފަތުގެ ބުޑުދޮށް ހުންނަނީ ކަޅުކުލައިގައެވެ.,Raccoon butterflyfish
215,ހ,none,ހަނދުފަޅިއެޅުން,,,,32691,ގުޑީގައި ހަނދުފަޅި ކުރެހުން.,
216,ހ,none,ހަނދުލަނގަ,,,,32713,ހަނދުފަޅި.,
217,ހ,none,ހަނދުގެއެޅުން,,,,32732,ހަނދުގެ ވަށައިގެން ބުރު އުފެދުން.,
218,ހ,none,ހަނދެއަނެ,,,,32749,ހަނދުގެ.,
219,ހ,none,ހަނދޭގިރި,,,,32786,އިހުގައި ދައުލަތް ހިންގަވާން އިސްވެ ތިއްބަވާ ވެރީންކުރެ އެކަކަށް ދެއްވާ ކޮލީގެ ނަމެއް.,
219,ހ,none,ހަނދޭގިރި,,,,32787,ވަޒީރުއްދާޚިލިއްޔާ.,
220,ހ,none,ހަނދޭގިރިބުރުރުމާ,,,,32815,ބޮލުގައި އަޅާ ރުމާލުގެ ތެރެއިން ކަން ހުދުކޮށް ހުންނަ ބާވަތެއް.,
221,ހ,none,ހަނދޭގިރިކަން,,,,32835,ހަނދޭގިރިކަމުގެ ވަޒީފާ.,
221,ހ,none,ހަނދޭގިރިކަން,,,,32836,ހަނދޭގިރިޔަކާ ހަވާލުވާ ކަންތައް.,
222,ހ,none,ހަނދޮ,,,,32855,ހަނދު.,
223,ހ,none,ހަނގާ,,,,32879,ކުރާ އުނދަގޫ.,
223,ހ,none,ހަނގާ,,,,32880,ތޮޅޭތޮޅުން.,
223,ހ,none,ހަނގާ,,,,32881,ޅަކުއްޖާ މީހަކާ އަޅާލައިގެން އެ ޖައްސާ ވައްތަރު.,
223,ހ,none,ހަނގާ,,,,32882,ބުޅާ ކުޅުވާ ފިހިގަނޑު.,
223,ހ,none,ހަނގާ,,,,53410,ކުރާ ސަމާސާ ނުވަތަ ހާރުވާ ހޭރުވުން.,
223,ހ,none,ހަނގާ,,,,53411,ދިމާކުރާކުރުން.,
223,ހ,none,ހަނގާ,,,,53412,ކުރާ ގޯނާ ނުވަތަ ބުލީކުރާކުރުން.,
224,ހ,none,ހަނގާކުރުން,,,,32905,އުނދަގޫކުރުން.,
224,ހ,none,ހަނގާކުރުން,,,,32906,ތޮޅުން.,
224,ހ,none,ހަނގާކުރުން,,,,32907,ސަމާސާކުރުން ނުވަތަ ހޭރުވުން.,
224,ހ,none,ހަނގާކުރުން,,,,53413,ދިމާކުރުން.,
224,ހ,none,ހަނގާކުރުން,,,,53414,ގޯނާކުރުން.,
224,ހ,none,ހަނގާކުރުން,,,,53415,ބުލީކުރުން ނުވަތަ ގަނާކުރުން.,
225,ހ,none,ހަނގު,,,,32924,އިހުގައި ރަދުން ދެއްވާ އުޅުއްވި އޮޅިމެދުކަމުގެ ދަރަޖައެއް. މި ބޭކަލުން ތިއްބަވަނީ ދިވެހިރާއްޖޭގެ ރަސްގެފާނުގެ ލަޝްކަރުގެ ތެރޭގައެވެ.,
226,ހ,none,ހަނގުހަނޑޫ,,,,32934,ހަނގުބޭކަލުންނަށް މުސާރައަށް ދެއްވާ ހަނޑޫ، މިންވަރަކީ ފޯޔަކު ބާރަނާޅިއެވެ.,
227,ހ,none,ހަނގުން,,,,32426,ހަނގުކަން ލިބިފައިވާ މީހުން.,
227,ހ,none,ހަނގުން,,,,52305,ހަނގުބޭކަލުން.,
228,ހ,none,ހަނގުންފަރާ,,,,52297,ދިވެހިރާއްޖޭގެ ދަނޑުވެރީން އަތުން އިހުގައި ސަރުކާރަށް ނެގި ބައެއް. މި ނެގި މިންވަރަކީ ދަނޑުކޮށި ކޮންމެ ރަށަކުން ދެގޮނެވެ. މި ކެނޑުނީ ހިޖުރައިން ތޭރަ ސަތޭކަ ފަންސާސް އެއްވަނަ އަހަރުގައެވެ.,
229,ހ,war,ހަނގުރާމަ,,,,32449,ހަތިޔާރު ހިފައިގެން ނުވަތަ ހަތިޔާރު ބޭނުންކޮށްގެން އެއްބަޔަކު އަނެއްބަޔަކާ ތަޅައިމެރުން. މި ބަސް އާންމުކޮށް ބޭނުންކުރަނީ އެއް ޤައުމު އަނެއް ޤައުމާ ދެމެދު ހިނގާ މި ފަދަ ޙަމަލާތަކަށެވެ.,war
229,ހ,war,ހަނގުރާމަ,,,,32450,މިސައިލާއި ރޮކެޓް ބޭނުންކޮށްގެން އެއް ޤައުމު އަނެއް ޤައުމާ ކުރާ ހަނގުރާމަ.,war
230,ހ,none,ހަނގުރާމަބިން,,,,32468,ހަނގުރާމަކުރާ ބިން.,
230,ހ,none,ހަނގުރާމަބިން,,,,32469,ހަނގުރާމައިގެ މައިދާން.,
231,ހ,none,ހަނގުރާމަބެރު,,,,32490,ހަނގުރާމަ ފަށަންވީމާ ޖަހައި އުޅުނު ބެރު.,
232,ހ,none,ހަނގުރާމަވެރިޔާ,,,,32509,ހަނގުރާމަކުރާ މީހާ.,
233,ހ,none,ހަނގުބޭކަލުން,,,,32526,ކުރީގެ ޒަމާނުގައި ދިވެހިރާއްޖޭގެ ރަސްގެފާނުގެ ލަޝްކަރު.,
234,ހ,none,ހަނގުކަން,,,,32967,ރަސްމީ ދަރަޖައެއް.,
234,ހ,none,ހަނގުކަން,,,,32968,އޮޅިމެދުކަމެއް.,
235,ހ,none,ހަނޑަހަ,,,,32559,ހަނޑަސް.,
236,ހ,none,ހަނޑަސް,,,,32994,އަތްކަންކުރާމީހުން އެއްޗެހީގައި ހިފާން ގެންގުޅޭ ދެ ފައިކަށިލީ ހަތިޔާރެއް.,
236,ހ,none,ހަނޑަސް,,,,32996,ގިފިލީގައި ހާޖިތަށް ދިއުމަށް ޓަކައި ވަކިކޮށްފައިވާ ތަން.,
236,ހ,none,ހަނޑަސް,,,,32997,ކަކުނީގެ ދާނަދަތްގަޑު.,
237,ހ,none,ހަނޑަސްބުރި,,,,32983,ގިފިލީގައި ހާޖިތަށް ދިއުމަށް ޓަކައި ވަކިކޮށްފައިވާ ބައި.,
238,ހ,none,ހަނޑަސްތުން,,,,33035,ކާޅަށް އެއްޗެއް ނުކެވޭނޭހެން ތިރީތުނބަށް މަތީތުން ހެރީމާ ހުންނަ ގޮތް.,
239,ހ,none,ހަނޑަސްތުންވުން,,,,33184,ކާޅަށް އެއްޗެއް ނުކެވޭނޭހެން ތިރީތުނބަށް މަތީތުން ހެރީމާ ހުންނަ ގޮތް ވުން.,
239,ހ,none,ހަނޑަސްތުންވުން,,,,33186,ނުގަބޫލުވެގެން އަނގައިން ނުބުނުން.,
240,ހ,none,ހަނޑަސްގެކޮޅު,,,,33060,އަވަހާރަގަނޑުވަރުގެ ހަނޑަސްބުރި.,
241,ހ,none,ހަނޑުލުފުށް,,,,33074,ހަނޑޫ މުގުރައިގެން ހަދާފައި ހުންނަ ފުށް. މީގެ ތެރޭގައި ތަންކޮޅެއް ރާޅުކޮށް ހުންނަ ފުށާއި ހިމުންކޮށް ހުންނަ ފުށް ހިމެނެއެވެ.,
242,ހ,rice,ހަނޑޫ,,,,33089,ގޮވާމުގެ ބާވަތެއް، މި އާންމު ގޮތެއްގައި ބޭނުންކުރަނީ ބަތްކައްކާށެވެ.,rice
243,ހ,none,ހަނޑޫހޮވުން,,,,32782,ހަނޑުލުގެ ތެރޭގައި ހުންނަ ވީއާއި ކަޅުހަނޑޫ ފަދަ އެއްޗެހި ވަކިކޮށް ނެގުން.,
244,ހ,none,ހަނޑޫކަނޑާވަން,,,,33117,ހަނޑޫ ސާފުކުރާން ލަކުޑީން ހަދައިފައި ހުންނަ އެއްޗެއް.,
245,ހ,none,ހަނޑޫކަނޑާލަވަ,,,,33154,ދަނޑި ބެރުގެ އަރުވައިބާލާ ލަވަތަކުގެ ތެރެއިން ލަވައެއް.,
246,ހ,none,ހަނޑޫކަނޑާމޯ,,,,33173,ވަނަށް އަޅައިގެން ހަނޑޫތަޅަން ގެންގުޅޭ އެތި. މި ހުންނަނީ ދެކޮޅު ފަލަކޮށް މެދުގައި ހިފާތަން ހިމަކޮށް ކުރެދިން ލިޔެފައެވެ.,
247,ހ,none,ހަނޑޫކެނޑުން,,,,33206,ހަނޑޫ ވަނަކަށް އަޅައިގެން މޯލުން ތަޅައި ސާފުކުރުން.,
248,ހ,none,ހަނޑޫފޮޅާ ނާށިގަނޑު,,,,33245,ހަނޑޫ ފޮޅާއިރު ކުރިޔަށް އަރާ ހަނޑޫ ނަގާށާއި، ބަތްޕޮޅިޔަށް ހަނޑޫ އެޅުމަށް ބޭނުންކުރާ ނާށިގަނޑު. މިއީ، ބޮޑެތި ކާށި ދިގަށް ކީހައި، ބޭރު މަށައި، އޮފުއަރުވައިފައި އޮންނަ ނާށިގަނޑެކެވެ.,
249,ހ,none,ހަނޑޫމުގުރާދަތި,,,,33272,ހަނޑޫ ފަދަ ތަކެތި ހިމުންކުރުމަށް މައުދަނީ އެއްޗަކުން ހަދައިފައިހުންނަ އާލަތެއް.,
250,ހ,none,ހަނޑޫފޮޅި,,,,33282,ބަތްޕޮޅި.,
251,ހ,none,ހަނޑޫފޮޅުން,,,,33302,ބަތްޕޮޅިއަކަށް ހަނޑޫ އަޅައިގެން ހަނޑުލުގެ ކުނޑިއާއި ނިޔާއި ބުރިހަނޑުލާއި މޫހަނޑުލާ ވަކިވާ ގޮތް ހެދުން.,
252,ހ,none,ހަނޑެލެ,,,,33357,ހަނޑޫ.,
253,ހ,none,ހަނަ,,,,33388,ހިކި.,
253,ހ,none,ހަނަ,,,,33391,ހަނު.,
254,ހ,none,ހަނައަނބުރައިލުން,,,,33383,ތަޅައިގަތްގަތީނުން ކުއްޖެއް ނުވަތަ މީހެއް ނުވަތަ އެއްޗެއްގެ ދުވަސް ދުއްވައިލުން.,
255,,,,,,,33020,ކަށިމަތި.,
256,,,,,,,7,ތެތްކަމެއްނުވާ ހިކިފަސް.,
256,,,,,,,8,ދޫވެލިގަނޑު.,
257,ހ,none,ހަނަފަސްބިން,,,,1279,ވެލިގަނޑު ދޫކޮށް ހުންނަ ބިން.,
257,ހ,none,ހަނަފަސްބިން,,,,1280,ތެތްކަމެއް ނުވާ ހިކިފަހުން ހެދިފައިވާ ބިން.,
257,ހ,none,ހަނަފަސްބިން,,,,1281,ގަސްހެދުމުގެ ބާރު ނުހުންނަ ތެތްކަން ނެތް މަޑު ފަސްގަނޑު.,
258,,,,,,,1305,ފަސްގަނޑު ދޫކަން.,
258,,,,,,,1306,ތެތްކަމެއް ނެތި ފަސް ހިކޭކަން.,
259,ހ,none,ހަނަފަސްވުން,,,,1325,ފަސްގަނޑު ދޫވުން.,
259,ހ,none,ހަނަފަސްވުން,,,,1326,ތެތްކަމެއް ނެތި ފަސްހިކުން.,
260,ހ,none,ހަނަފާޅަ,,,,1343,ދިނުން.,
261,ހ,none,ހަނަފީން,,,,1362,ޙަނަފީ މަޒުހަބުގެ މީހުން.,
262,ހ,none,ހަނަދޭސަ,,,,1376,އެކަކު އަނެކަކަށް ދޭ އެތި.,
263,,,,,,,1399,މޮޅު.,
263,,,,,,,53118,ގަދަކަން ފޯރާ.,
264,ހ,none,ހަނާ,,,,1669,އަލިފާނުގެ ހޫނުން ތަކެތި ކުރާ މުރަނަ.,
264,ހ,none,ހަނާ,,,,1670,ހަވާދުލައިގެން ހިކިކޮށް މަސްހަދާ ގޮތް.,
264,ހ,none,ހަނާ,,,,1671,ފުރާނަހުރި އެއްޗެހި ކޮންމެވެސް ހޫނަކުން ނުވަތަ ބަނޑުހައިކަމުގެ ސަބަބުން ވާ މަރު، ނުވަތަ މަރުވުމާ ކައިރިވާވުން.,
264,ހ,none,ހަނާ,,,,1672,ދުރުގައި ހުރެގެން ކައިރިޔަށް އައުމަށް ކުރާ އިޝާރާތް.,
265,ހ,none,ހަނާހުށުން,,,,1690,ކުނިވުން.,
266,ހ,none,ހަނާހިނދުން,,,,1707,ދިޔާއެއްޗެއްގެ ތެރޭގައި ހުންނަ އޮލަ އެތިކޮޅު އަޑިޔަށް ފޭދުން.,
267,ހ,none,ހަނާހިންދުން,,,,1731,ދިޔާއެއްޗެއްގެ ތެރޭގައި ހުންނަ އޮލަ ހިމުން ބައި އަޑިޔަށް ފޭދެންދެން ބެހެއްޓުން.,
268,ހ,none,ހަނާހުނި,,,,1943,ފީވެ ކުދިކުދިވެފައިވާ.,
269,ހ,none,ހަނާހުނިކުރުން,,,,52293,ހަލާކުކޮށް ނައްތައިލުން.,
270,ހ,none,ހަނާހުނިކެނޑުން,,,,4393,ހަނާހުނިކުރުން.,
271,ހ,none,ހަނާހުނިވުން,,,,2908,ކުދިކުދިވުން.,
271,ހ,none,ހަނާހުނިވުން,,,,2909,މާ ބޮޑަށް އަނިޔާވުން.,
272,ހ,none,ހަނާކަފަ,,,,4943,ކަފައިގެ ބާވަތެއް. މި ކަފަ އޮށްކަފަޔަށް ވުރެ އޮށް މަދުވެފައި ފިލުވަން ފަސޭހަވާނެއެވެ. މި ގަހުގެ ފަތް  އޮށްކަފަ ފަތަށް ވުރެ ބޮޑުވާނެއެވެ.,
273,ހ,none,ހަނާކުރި ހަވާދު,,,,4974,ހަނާކޮށްފައި ހުރި ހަވާދު.,
274,ހ,none,ހަނާކުރިމަސް,,,,6561,ކޮތަނބިރި، ދަވިއްގަނދު، ދިރި، ހިކިމިރުސް، އަސޭމިރުސް، ފޮނިތޮށި ކާފޫރުތޮޅި، ނާނދާ ވަރަށް ހަނާކޮށްގެން މުގުރައި، މި ހަވާދުލައިގެން ކައްކާމަސް.,
275,ހ,none,ހަނާކުރިފޯއް,,,,6570,ފޯއް ކޮށައި އަވީލައި، މުރަނަ ވީމާ އުނދުން މައްޗަށް އުދައިގެން މުރަނަކޮށްފައި ހުންނަ ފޯއް.,
276,ހ,none,ހަނާކުރުން,,,,7067,ހިކިތަވާގައި އަލިފާނުގެ ހޫނުން ތަކެތި މުރަނަކުރުން.,
276,ހ,none,ހަނާކުރުން,,,,7072,ކޮތަނބިރި ހަވާދު ދަވައި، ހިމުންކޮށްގެން ހިކިކޮށް މަހުގައި ރިހަކެއްކުން.,
277,ހ,none,ހަނާކެޅައުން,,,,7110,ހަނާކުރުން.,
278,ހ,none,ހަނާއެޅުން,,,,7121,އަތްތިލައިން ނުވަތަ އިނގިލިތަކުން އަންނާން އެންގުން.,
278,ހ,none,ހަނާއެޅުން,,,,7122,އަތުގައި އޮތް ކޮންމެވެސް އެއްޗަކުން މިފަދަ އިޝާރާތެއްކުރުން.,
279,ހ,none,ހަނާވުން,,,,2743,ހިކި ތަވާގައި އަލިފާނުގެ ހޫނުން ތަކެތި މުރަނަވުން.,
279,ހ,none,ހަނާވުން,,,,2744,ފުރާނަހުރި އެއްޗެއްސަށް މަރުވުން ފަދަ ގެއްލުން ލިބުން.,
280,ހ,none,ހަނާފާޅަ,,,,7144,ދޭދިނުން.,
281,ހ,none,ހަނާދޭސަ,,,,3470,މީހަކު ދޭ އެއްޗެއް ނުވަތަ މީހަކު ދިން އެއްޗެއް.,
282,ހ,none,ހަނި,,,,7167,ތަނަވަސްކަން ކުޑަ.,
282,ހ,none,ހަނި,,,,7168,ފުޅާމިން ކުޑަ.,
282,ހ,none,ހަނި,,,,7169,ފުޅަލުގެ އިދިކޮޅު.,
283,ހ,none,ހަނިހަނި,,,,9073,އެހެން މީހުންނަށް ނޭނގޭ ގޮތަށް އަންގާ އެންގުން.,
283,ހ,none,ހަނިހަނި,,,,9074,ވަރަށް ހަނި.,
284,ހ,none,ހަނިހޯސާ,,,,9368,އެމަށް ހިފައިއުޅޭ ކުދި އެމުގެ ބާވަތެއް. މިއީ ހުދެން މުގުރާމުގެ އެންމެ ކުދި ބާވަތެވެ.,
285,ހ,none,ހަނިކަން,,,,4780,ފުޅާމިން ކުޑަކަން.,
286,ހ,none,ހަނިވައް,,,,9378,ހެމަވަތި.,
287,ހ,none,ހަނިވަތް,,,,9423,އޮޑީގެ ހިޔަލުގެ ދިރުނބާކޮޅު ބިތާ ގުޅޭ ވަތް.,
287,ހ,none,ހަނިވަތް,,,,9424,ތިރިމަޅުމަތި.,
288,ހ,none,ހަނިވުން,,,,52177,ފުޅާމިން ކުޑަވުން.,
288,ހ,none,ހަނިވުން,,,,52178,ކުޑަވުން.,
289,ހ,none,ހަނިލުން,,,,5655,ހަނުލުން.,
290,ހ,none,ހަނު,,,,6460,ވަޅިއާއި ފުރޯ ފަދަ ތަކެތި ތޫނުކުރާން ކުރަނދާއި ލާއިން ވަށްބުރަކަށް ހަދައިގެން ގެންގުޅޭ އެއްޗެއް.,
290,ހ,none,ހަނު,,,,6463,ވަޅި ފުރޯ ފަދަ ތަކެތި ތޫނުކުރާން ގެންގުޅޭ އާލަތެއް.,
290,ހ,none,ހަނު,,,,6464,މަޑުން.,
290,ހ,none,ހަނު,,,,6466,ހިމޭން.,
291,ހ,none,ހަނުހިމޭން,,,,6519,އަޑުބަޑު މަޑު.,
291,ހ,none,ހަނުހިމޭން,,,,6520,ޙަރަކާތެއް ނެތް.,
291,ހ,none,ހަނުހިމޭން,,,,6522,އަނގައިން ނުބުނެ މަޑުން ހުންނަ.,
292,ހ,none,ހަނުހިމޭންކަން,,,,11279,އަޑުބަޑު މަޑުކަން.,
292,ހ,none,ހަނުހިމޭންކަން,,,,11281,ޙަރަކާތެއް ނެތްކަން.,
292,ހ,none,ހަނުހިމޭންކަން,,,,11282,އަނގައިން ނުބުނެ މަޑުން ހުންނަކަން.,
293,ހ,none,ހަނުހިމޭންވުން,,,,11286,އަޑުބަޑު މަޑުވުން.,
293,ހ,none,ހަނުހިމޭންވުން,,,,11287,ޙަރަކާތެއް ނެތުން.,
293,ހ,none,ހަނުހިމޭންވުން,,,,11289,އަނގައިން ނުބުނެ މަޑުން ހުރުން.,
294,ހ,none,ހަނުހުރުން,,,,6923,ހިމޭންވެހުރުން.,
294,ހ,none,ހަނުހުރުން,,,,6925,އަނގަމަޑުކޮށްގެން ހުރުން.,
295,ހ,none,ހަނުކަކުނި,,,,11358,ހުދުފަހާއި ކަޅުފަސް ބެދުނު ހިސާބުގައި ހަރުކޮނެގެން އުޅޭ ކަކުންޏެއް. މި ކަކުނީގެ ފައި ވަރަށް ބަލިކަށި ވާނެއެވެ. ތޮށިގަނޑު ހުންނާނީ މަޑު އަޅި ކުލައިގައެވެ.,
296,ހ,none,ހަނުކިޔާލަވަ,,,,11383,ހަނުލާއިރު އެ އިވޭ އަޑު.,
296,ހ,none,ހަނުކިޔާލަވަ,,,,11386,ޖަމާއަތެއްގެ ބަޔަކު ހިތްހިތަކަށް އުޅޭއުޅުން. (އަމިއްލައަމިއްލައަށް އުޅޭ އުޅުން).,
297,ހ,none,ހަނުކުނޑި,,,,11609,ހަނުލާއިރު ނެގޭ ކުނޑި.,
298,ހ,none,ހަނުއެނބުރުން,,,,8089,ގައިގައި ތަޅައިގަތީމާ ބިންމައްޗަށް ވެއްޓި އެނބުރުން.,
299,ހ,none,ހަނުތެޅުން,,,,8936,ހަނުހެދުން.,
299,ހ,none,ހަނުތެޅުން,,,,8938,ލާޔާއި ކުރަނދާ އެއްކޮށް ތަޅައި، ހަނުގެ ހިލަ ބުރުގަނޑު ތައްޔާރުކުރުން.,
300,ހ,none,ހަނުލުން,,,,12156,ވަޅިއާއި ފުރޯ ފަދަ ތަކެތި ހަނުން ތޫނުކުރުން.,
301,ހ,none,ހަނުގާގަނޑު,,,,12253,ހަނުލާއިރު ހަނުގައި ޖައްސާ ގާގަނޑު.,
302,ހ,none,ހަނޮ,,,,9670,ވަޅިއާއި ފުރޯ ފަދަ ތަކެތި ތޫނުކުރާން ކުރަނދާއި ލާއިން ވަށްބުރަކަށް ހަދައިގެން ގެންގުޅޭ  އެއްޗެއް.,
302,ހ,none,ހަނޮ,,,,9673,ވަޅި ފުރޯ ފަދަ ތަކެތި ތޫނުކުރާން ގެންގުޅޭ އާލަތެއް.,
303,ހ,none,ހަނޮއެނބެރުން,,,,12450,ހަނޯބެރުން.,
304,ހ,none,ހަނޯބެރުން,,,,13697,ވެއްޓޭ ބައްޔަށް ނިސްބަތްކޮށް ބުނެއުޅޭ ބަހެއް، މި ބަސް ބޭނުންކޮށް އުޅެނީ އަރާރުންވުމުގެ ތެރޭގައި ނުވަތަ ކޮންމެވެސް ޒުވާބެއްގެ ތެރޭގައެވެ.,
305,ހ,none,ހަން,,,,13722,އިންސާނުންނާއި ދިރޭ އެއްޗެހީގެ ހަށިގަނޑުގެ ބޭރުދުލި.,
305,ހ,none,ހަން,,,,13723,ބިރުވެރިކަމެއް ޖެހިގެން އެހީޔަކަށް އެދި ކައިރީގައިވާ ރަށަކަށް ނުވަތަ ކަނޑުމަތިން ދާ ބަޔަކަށް އަންގާން އުފުލާ އެތި.,
305,ހ,none,ހަން,,,,13724,އާންމުކޮށް ދިޔާއެއްޗެހި އަޅަން ޕުލާސްޓިކާއި ރަބަރު ފަދަ ތަކެތީން ހަދައިފައި ހުންނަ ކަންވާރު.,
